Emotion,Text
joy,Packers win GODFATHER AMC Thanksgiving Day Knowd Dayz Gawd
sadness,Nigel despondent 
joy,  Terrific Thanksgiving hon #love #peace and#music ) great one
joy,good day Im drunk
joy, feel elated close tears 
joy,Ok  lets 
fear,Mon voisin de train dhier soir sest sifflé 7 bières un paquet de nicorette et communiqué avec sa vitre pendant trois heures
sadness,felt sad right it kind souvenir people right have
joy,Music life  grew listing kinds music  amazing sound gives amp Love amp Sex :$ Bea
joy,waking lovely maths paper awaiting you
joy,heard grapevine getting married 
anger,’ 
joy,Mungo felt elated  smiling 
sadness,takes 2 know #happiness is noise 2 appreciate silence amp absence 2 value presence~The Way #hope
anger,insulted public
surprise,think christmas people ask want think dnt know grateful
fear,greed prevalent United States
anger,Love UPS holidays conspire cost comic stores business delivering books waaay late
fear,travel alone unescorted time overnight journey train distant place
joy,Best thing recent wedding Koreans know asking Im gonna marry girlfriend #sarcasm
joy,ready day #library ugh
anger,feel like Im getting fat again Oh good #selfloathing
sadness,change Clares character much hate now
sadness,got laid today 
fear,think funny   bout lakers wont answer tryna hoop hmm
anger,weekend wanted absent school sports event teacher refused day like me
joy,Look  Bye 
shame,remember extremely ashamed racist chants Leeds fans coming night 
sadness,Maybe  gets nerves 
joy,time maths homework
anger,European consumers  pressure group angry chaotic state control potentiallylethal products 
anger,HELSINKI  Finland ( AP )  Finnish orchestra Friday completed recording work composer Jean Sibelius vanished century ago miffed criticism 
joy,hot chocolate baby grow watching elf
anger,Mr Jones exploded anger 
fear,time walk drain think Im gonna drop phone it
fear,Mise à jour 235 sur mon Galaxy S2
sadness,looked Phoebe anguished expression nearly honest repentance 
surprise,quot  Rehearsal FUSION BAND tonightExcited worship set tom nightquot excited tonight :)
sadness,miss old Cartoon Network Nickelodeon
sadness,going vacation Texas summer unable registration
joy,overwhelmed scene  
sadness,McColgan  slumped deep dejection  said :  bad race 
neutral,’ plot new movie 
joy,obtained good marks subject failed before
joy,OMFG opened fridge discovered Screme egg 2 hours ago completely forgotten it Pure
fear,warning: continue idea Attention soon experience itCheryl Janecky #loa #anxiety
anger,  2 greatest band times creators heavy rock roll Satisfaction 2nd best song time
joy,Ah ta aqui em casa vamo madruga hoje lol
joy,restaurant boyfriend saw best female friend seeing weeks rejoyced hugged long talk
anger,impression arouse anger see angry respects ~Richard M Nixon
sadness,Damn wanted Blondies opened fridge butter
anger, rule 
joy,road recovery starts self [re]discovery
joy,  done :D Bon bah maintenant il ne te reste plus quà réviser pour les finals
fear,U overcome physical amp emotional urges U arrived mind sphere brain Use it #MyProtection
joy,Night twitter family Sleeping math final means math ever anatomies turn try kill me
joy,Study grind calculus starts tomorrow
neutral,Oh  yes
surprise,La SNCF nest pas en grève
surprise,Woooooooo Tickets successfully printed leave Disneyland 24 hrs kids know
surprise,  absolutely wonderful love muchyoure amazing :)
fear,heartstopping moment think pulled headphones silent library
sadness,Jessica felt flustered  felt devastated 
fear,Ffalse Eevidence Aappearing Rreal
joy,OK  want bring 
joy,Tomorrow gonna suck ass
neutral,shoot pool 
joy,LIFERT   long time coming cuhz #Joy
neutral,Yes   magazine arrives post beginning month  buy magazines 
joy,warden wife  owners Siamese cat  overjoyed Emily reluctantly fed saucer milk  saying stay night 
surprise,  best jungle theme party ever need new theme year
fear,distressed anxious separated friends  rapidly developed colic 
joy,Delicious dinner expert hand   waiting home
surprise,Chercher ses filles lecole pour les emmener au mac #jadore
fear,happened  d thought  nervous tingle fingers 
sadness,let live senior year againplease:(Ill
sadness,’ sorry  Jim 
joy,hope God richly provides enjoyment 1Timothy 6:17
joy,Ew feel like wanna puke practice like 20 minutes
fear,#faith equivalent power moves backward second moves forward #Choose
joy,Anxiously Achingly LOVINGLY Tho firm precepts contrite amp humble heart receive boundless
fear,quotDJ Ger Schaeuble: Knows Happen Euro Failsquot lt good confidence
sadness,child 9 years old died stupid way fell place 1 metre high
neutral,Bye 
fear,gorgeous bitch cuuuuhrazy son
sadness,watching sad film affected deeply
sadness,Brazilian lover looking increasingly disconsolate 
neutral,Yes  going university courses 
sadness,  came picked iPod jam session over
joy,WOOOOOOOO Finished Unit 3 portfolio start Unit 4 #SarcasticHashTag
sadness,told friend going Mexico good
fear,“  afraid tomorrow seen yesterday love today #less”
joy,Okay Im pretty tired now Going home soon Probs sleep till like 430 Class 9  hahaha
fear,poor frightened girl packed things ran  saying going Reno divorce 
anger,Yeah  attitude great  ’ unreliable  ’ productive  times  Tuesday instance  fortyfive minutes late morning meeting 
sadness,moment heart feels like stabbed hard swallow
fear,tender age friend left party proceeded walk dark secluded streets bad neighborhood find telephone (recent spate Horror Movie watching occurred)
joy,Jenny sat contented smile face interchange mother repressed irritation anger husband s remarks 
joy,text like 3 pages worth feelings amp reply shitty ass quotsorryquot gtgtgt #Sike
fear,Je suis le seul à la gare routière sans car à attendre alors que le mien dans 7 minutes
sadness,  Yea doubt come New York antigun laws
joy,  :) RE: gt mention fresh destination provides dedicated room studio :P
joy,Time spent laughing time spent gods  Japanese Proverb
joy,babys coming home today (:
joy,work night homework time :/
sadness,Away defence debate Dr Mowlam yesterday spoke despair growing homeless problem constituency 
joy,going miss 
sadness,Iqam chosen lecture best friend not angry help him
sadness,woman  job busy life  surprised find sad felt children left home quick succession 
surprise,Feel worse cant sleep #itsgonnabealongnight
fear,Loneliness cause bad effect expect lowest tolerance it want Im reading
joy,What Aint mo wine Jesus Pass water please thirsty #SHIFT
joy,Finally apartments right switched cable provider opened golf channel too
sadness,meeting difficulties experiment  hardly 
surprise,crying happen today joy grief
neutral,Oh  
surprise,want pillow pet christmas
anger,People broke computer figured wrong die house fire
fear,Mon prof dsvt est flippant
sadness,soon home Ill ready campus
joy,Monday rolls around life school consist practice chiropractor
anger,  started stupid song orientated them
fear,Aggie looked horrified caught sight horse dung hobnailed boots 
anger,feeling big hatred boys younger right #dweebs
fear,  si anche quella non sono niente brava çç io il 20 ho ricevimenti generali con genitori D:
fear,scared went examination hall MSc examination studied limited partion course thoroughly great doubt asked
sadness,cant sing right sore throat love song too
fear,horrible premonition Vince Young winning tonite stretch  Vick ends playing QB Jets year
surprise,Found im gonna sarah bo barah ny day Eggcitement :)
anger,boyfriend promised game tennis rang saying going pub friends instead
sadness,truth Mr Wolski sad  wish stay Zoo longer 
joy,’ excited  mother  Oh  new baby 
fear,  gotta feel  #sing anyway :) (Said me girl child soloist (I good  semipro)
fear,Mom  Dad  come room  think bed 
joy,  great holiday wknd ) Got love family moments Happy Birthday Grams #family
joy,  happy beloved birthday good orgy ur wonderful day n #husband
sadness,weird friends class today #life #nostaligia
surprise,Looks like   ampamp wild berry gummies   told throw   =)
sadness,walk town centre long invigorate short avoid getting miserable cold 
joy,  whoa got bargained asked cheese sauce good white bruddah Cookin lasagna
sadness,news conference Royal Geographical Society London  described mental physical anguish 95day trek 
joy,achieved 6 University long string 3s 4s 5s (7 highest mark awarded 3 conceded pass)
sadness,  tutta quella fantasia nel nuovo flyer farina di quale sacco
joy,Blasting   Dance tonight song brings :D
anger,text know read it text back #thatslife
anger,ohhhh stress guys waste time
sadness,funeral friend killed car accident age friends present family etc
sadness,Sumpah gue rindu lo gue kangen lo hanyalah lo yg gue pikirin saat ini
joy,estate agents overjoyed election result 
sadness, heartbroken football life  
anger,Doctor looked offended 
joy,God tired hour 20 minutes left work school Oh   
anger,Scientists  sides noman s land  bitterly indignant points external influences 
fear,  Ah ouais daccord jimagine commence à avoir les mêmes à la maison
fear, remember fear exist mind  Dale Carnegie
joy,half day school today tomorrow going instead dr again back
joy,
neutral,Im 
sadness,official miss golden brown hair
surprise,  haha dad told first tell Jack #surprise
fear,Sneezing simultaneously farting
joy,OKsometimes finding takes lot effort times comes easily case use #mindfulness find #peace  #lifeisgood
surprise,tweet   happy belated birthday love #threeworlds
shame,Jasper reddened pressed lip  Farraline looked embarrassed 
sadness,friend called home phoned know wanted told dialled wrong number
fear,nearly knocked cycling
anger,love waking wanting 50 13 year olds arm bar
joy,oh fuck YES brother moving = new room 4
joy,Life fun need grab goofy can
sadness,American horror story wwhat HEAD
joy,God think handle lot
joy,great state elation 
joy,Seriously Matthew Atlas Listening quotTo Northquot EP repeat
sadness,got exact mark 3 Arabic exams   5air 
joy,love burning hand 600 degree ovens
